section,index,source,orphan_target
dat/equipment/description,37454,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37455,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37456,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37457,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37458,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37459,漆黒に包まれた腕防具。{j}古来より伝わる手法により{j}造られたもの。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。
dat/equipment/description,37460,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37461,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37462,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37463,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37464,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37465,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37466,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37467,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37468,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37469,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37470,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37471,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。
dat/equipment/description,37472,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,37473,権力の象徴とされている{j}腕防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37474,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腕防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37475,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37476,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37477,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。{c11}≪狩護防具≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37478,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37479,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37480,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37481,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37482,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37483,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37484,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37485,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37486,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37487,古き時代より愛用されて{j}いる腕防具。職人たち{j}の技術の結晶。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37488,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37489,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37490,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37491,素材の持つ長所を最大限に{j}活かした腕防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37492,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37493,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37494,素材の持つ長所を最大限に{j}活かした腕防具。瑠璃色の{j}輝きが一段と目を惹く。,異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37495,素材の持つ長所を最大限に{j}活かした腕防具。{j}{c11}≪狩護防具≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腕防具。
dat/equipment/description,37496,雄火竜と雌火竜、双方の{j}要素を取り入れ、最大にまで{j}活かしつくした腕防具。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,37497,雄火竜と雌火竜、双方の{j}要素を取り入れ、最大にまで{j}活かしつくした腕防具。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,37498,雄火竜と雌火竜、双方の{j}要素を取り入れ、最大にまで{j}活かしつくした腕防具。,EVAと呼ばれる異世界の{j}人型兵器を模した腕防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,42033,古くから儀式などで用いられ{j}てきた伝統的な腰防具。現代{j}風にアレンジされている。,新米狩人のために用意された{j}シンプルな腰防具。{j}Pretty good for the price.
dat/equipment/description,42034,古くから儀式などで用いられ{j}てきた伝統的な腰防具。現代{j}風にアレンジされている。,新米狩人のために用意された{j}シンプルな腰防具。{j}Pretty good for the price.
dat/equipment/description,43540,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,試練を乗り越えんとする者の{j}みに与えられるという腰防具。{j}{c07}SP Armor: Yellow{/c}
dat/equipment/description,43541,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,試練を乗り越えんとする者の{j}みに与えられるという腰防具。{j}{c07}SP Armor: Red{/c}
dat/equipment/description,43542,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,試練を乗り越えんとする者の{j}みに与えられるという腰防具。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,43546,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,丈夫なエビの殻を工房の精巧な{j}技術で加工した腰装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,43547,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,丈夫なエビの殻を工房の精巧な{j}技術で加工した腰装備。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,43548,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,丈夫なエビの殻を工房の精巧な{j}技術で加工した腰装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,43552,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,"Gear for hunting in packs,{j}it's ideally suited to{j}特に罠類の扱いに長ける。"
dat/equipment/description,43553,武具工房の作業着を狩猟用に{j}改良した腰防具。親方の愛と{j}熱い魂で今にも火傷しそう。,"Gear for hunting in packs,{j}it's ideally suited to{j}特に罠類の扱いに長ける。"
dat/equipment/description,43558,武具工房の親方の作業着を{j}極限まで改良。その装着感は{j}餓えた狼の如し、と親方の言。,"Made from the finest items,{j}Their fresh design emboldens{j}熟練狩人にも勇気を与える。"
dat/equipment/description,43642,まるで身体の一部であるかの{j}ように重さを感じさせないと{j}評判の腰防具。,Supple Hypnocatrice armor.{j}備。柔軟性の高い一品。{j}{c07}SP Armor: Green{/c}
dat/equipment/description,43643,まるで身体の一部であるかの{j}ように重さを感じさせないと{j}評判の腰防具。,Supple Hypnocatrice armor.{j}備。柔軟性の高い一品。{j}{c07}SP Armor: Red{/c}
dat/equipment/description,43644,まるで身体の一部であるかの{j}ように重さを感じさせないと{j}評判の腰防具。,Supple Hypnocatrice armor.{j}備。柔軟性の高い一品。{j}{c07}SP Armor: Yellow{/c}
dat/equipment/description,43648,強く威厳を感じさせる腰防具。{j}耐久性向上のための特殊な{j}加工が施されている。,ベルキュロス素材の腰装備。{j}衝撃の吸収性がとても高い。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,43649,強く威厳を感じさせる腰防具。{j}耐久性向上のための特殊な{j}加工が施されている。,ベルキュロス素材の腰装備。{j}衝撃の吸収性がとても高い。{j}{c07}SP Armor: Red{/c}
dat/equipment/description,43650,強く威厳を感じさせる腰防具。{j}耐久性向上のための特殊な{j}加工が施されている。,ベルキュロス素材の腰装備。{j}衝撃の吸収性がとても高い。{j}{c07}SP Armor: Purple{/c}
dat/equipment/description,43665,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,片手剣技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43666,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,双剣技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43667,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,大剣技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43668,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,太刀技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43669,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,鎚技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43670,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,狩猟笛技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43671,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,槍技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43672,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,銃槍技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43673,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,軽銃技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43674,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,重銃技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43675,闘技場に放ったモンスターの{j}討伐時間を競い合う競技用の{j}腰防具。わりとオシャレ。,弓技を習得し始めた者が{j}may even dream of donning{j}練習用の腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,43694,別世界に住む気ままな貴族が{j}戦闘時に纏った衣装。{j}“夜の女王”,遺跡で発見された破片を元に{j}模造し、組み上げた狩猟用の{j}lines of ancient battles.
dat/equipment/description,43695,別世界に住む気ままな貴族が{j}戦闘時に纏った衣装。{j}“夜の女王”,遺跡で発見された破片を元に{j}模造し、組み上げた狩猟用の{j}lines of ancient battles.
dat/equipment/description,43845,とても高い強度を誇る狩猟用{j}の腰用装備。見た目で侮って{j}はいけない。,Given to Dojo graduates so{j}魂のこもった腰用装備。{j}{c07}SP Armor: White{/c}
dat/equipment/description,43846,高度な技術で精錬した{j}金属を用いた重厚な腰防具。{j}着るには相当の筋力が不可欠。,Given to Dojo graduates so{j}魂のこもった腰用装備。{j}{c07}SP Armor: Black{/c}
dat/equipment/description,43847,高度な技術で精錬した{j}金属を用いた重厚な腰防具。{j}着るには相当の筋力が不可欠。,Given to Dojo graduates so{j}魂のこもった腰用装備。{j}{c07}SP Armor: Blue{/c}
dat/equipment/description,44001,片手剣技を極めた者だけが{j}身に付けることを許された{j}至極の腰防具。,Sturdy kit said to have been{j}worn by those on the front-{j}腰防具。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,44002,片手剣技を極めた者だけが{j}身に付けることを許された{j}至極の腰防具。,Designed for Snipers in hot{j}腰防具。持久戦で真価が{j}its best in long battles.
dat/equipment/description,44003,双剣技を極めた者だけが{j}身に付けることを許された{j}至極の腰防具。,Designed for Snipers in hot{j}腰防具。持久戦で真価が{j}発揮される。{c11}≪ＨＣ防具≫{/c}
dat/equipment/description,50689,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,50690,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,50691,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,50692,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,50693,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50694,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50695,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,50696,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,50697,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,50698,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,50699,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50700,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50701,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。若者に評価が高い。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。
dat/equipment/description,50702,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。
dat/equipment/description,50703,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。
dat/equipment/description,50704,独自のセンスを磨きあげた{j}職人の手により造られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,50705,異邦より来訪したハンターが{j}着ていた腰防具。狩猟に{j}おいて軽快な身動きが可能。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50706,異邦より来訪したハンターが{j}着ていた腰防具。狩猟に{j}おいて軽快な身動きが可能。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50707,異邦より来訪したハンターが{j}着ていた腰防具。狩猟に{j}おいて軽快な身動きが可能。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。
dat/equipment/description,50708,異邦より来訪したハンターが{j}着ていた腰防具。{j}{c11}≪狩護防具≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。
dat/equipment/description,50709,異邦より来訪したハンターが{j}着ていた腰防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。
dat/equipment/description,50710,異邦より来訪したハンターが{j}着ていた腰防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。{c11}≪狩護防具≫{/c}
dat/equipment/description,50711,異邦より来訪したハンターが{j}着ていた腰防具。狩猟に{j}おいて軽快な身動きが可能。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50712,異邦より来訪したハンターが{j}着ていた腰防具。狩猟に{j}おいて軽快な身動きが可能。,EVAと呼ばれる異世界の{j}兵器を操る少女の衣服を{j}模した腰防具。{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50713,異邦より来訪したハンターが{j}着ていた腰防具。狩猟に{j}おいて軽快な身動きが可能。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50714,異邦より来訪したハンターが{j}着ていた腰防具。{j}{c11}≪狩護防具≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50715,異邦より来訪したハンターが{j}着ていた腰防具。{j}{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50716,異邦より来訪したハンターが{j}着ていた腰防具。{j}{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,50717,ダンボールという異世界の{j}素材を使って作られた{j}腰防具。結構、暖かい。,EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50718,ダンボールという異世界の{j}素材を使って作られた{j}腰防具。結構、暖かい。,EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50719,ダンボールという異世界の{j}素材を使って作られた{j}腰防具。結構、暖かい。,異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50720,ダンボールという異世界の{j}素材を使って作られた{j}腰防具。{c11}≪狩護防具≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50721,ダンボールという異世界の{j}素材を使って作られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},異世界の少年が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50722,ダンボールという異世界の{j}素材を使って作られた{j}腰防具。{c11}≪Ｇ級狩護≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,50723,虫の民を守るための防具。{j}{c04}≪遷悠防具：{j}状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50724,虫の民を守るための防具。{j}{c04}≪遷悠防具：{j}状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50725,虫の民を守るための防具。{j}{c04}≪遷悠防具：{j}状態異常攻撃強化≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50726,虫の民を守るための防具。{j}{c04}≪遷悠防具：{j}状態異常攻撃強化≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50727,鍛えられた野生の装甲は、飛{j}竜の牙でも貫けない。{c04}≪遷悠{j}防具：状態異常攻撃強化≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50728,鍛えられた野生の装甲は、飛{j}竜の牙でも貫けない。{c04}≪遷悠{j}防具：状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,50729,鍛えられた野生の装甲は、飛{j}竜の牙でも貫けない。{c04}≪遷悠{j}防具：状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50730,鍛えられた野生の装甲は、飛{j}竜の牙でも貫けない。{c04}≪遷悠{j}防具：状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50731,ブッ飛ばされても決して汚れ{j}ることなどない一流品。{c04}≪遷{j}悠防具：状態異常攻撃強化≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50732,ブッ飛ばされても決して汚れ{j}ることなどない一流品。{c04}≪遷{j}悠防具：状態異常攻撃強化≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50733,ブッ飛ばされても決して汚れ{j}ることなどない一流品。{c04}≪遷{j}悠防具：状態異常攻撃強化≫{/c},異世界の少女が搭乗していた{j}EVAと呼ばれる人型兵器を{j}模した腰防具。
dat/equipment/description,50734,ブッ飛ばされても決して汚れ{j}ることなどない一流品。{c04}≪遷{j}悠防具：状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪狩護防具≫{/c}
dat/equipment/description,50735,優雅さと美しさと職人の誇りが{j}詰まった一流品。{c04}≪遷悠{j}防具：状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,50736,優雅さと美しさと職人の誇りが{j}詰まった一流品。{c04}≪遷悠{j}防具：状態異常攻撃強化≫{/c},EVAと呼ばれる異世界の{j}人型兵器を模した腰防具。{j}{c11}≪Ｇ級狩護≫{/c}
dat/equipment/description,51077,権力の象徴とされている{j}腰防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
dat/equipment/description,51078,権力の象徴とされている{j}腰防具。絶対的な力を{j}持つ証。,EVAと呼ばれる異世界の{j}兵器を操る少年の衣服を{j}模した腰防具。
