index,source,target
11586,エスピナアームPD青,
11587,エスピナアームPD黄,
11588,エスピナガードPD赤,
11589,エスピナガードPD青,
11590,エスピナガードPD黄,
11591,ガーディアームPD白,
11592,ガーディアームPD黒,
11593,ガーディアームPD紫,
11594,ヒーラーカフスPD青,
11595,ヒーラーカフスPD白,
11596,ヒーラーカフスPD黄,
11597,ショウロウ【上手】Ｄ,
11598,ミタマ【上手】Ｄ,
11599,焔嶽Ｄ【篭手】,
11600,緋嶽Ｄ【篭手】,
11601,ルディアＤアーム,Brassards Ledia D
11602,白蛇ノ袖Ｄ,
11603,黒虎ノ袖Ｄ,
11604,崩霧Ｄ【袖】,
11605,納言ノ袖Ｄ,
11606,蒼空ノ袖Ｄ,
11607,夕焼ノ袖Ｄ,
11608,紅昇Ｄ【袖】,
11609,絶影ノ袖Ｄ,
11610,フロガダＤアーム,Brassards Furogada D
11611,ラースＤアーム,Brassards Lars D
11612,ドゥンルＤアーム,Brassards Donru D
11613,イナガミZDアーム,Brassards Inagami D
11614,ベリオＣアーム,Brassards Barioth C
11615,ベリオＣガード,Gardes Barioth C
11616,ブラキＣアーム,Brassards Brachy C
11617,ブラキＣガード,Gardes Brachy C
11618,ガンキンＣアーム,Brassards Uragaan C
11619,ガンキンＣガード,Gardes Uragaan C
11620,獄狼Ｃアーム,Brassards Stygian C
11621,獄狼Ｃガード,Gardes Stygian C
11622,ゴアＣアーム,
11623,ゴアＣガード,
11624,バンギスＣアーム,Brassards Vangis C
11625,バンギスＣガード,Gardes Vangis C
11626,シャガルＣアーム,Brassards Shagaru C
11627,シャガルＣガード,Gardes Shagaru C
11628,イナガミＺアーム,Brassards Inagami Z
11629,イナガミZFアーム,Brassards Inagami F
11630,イナガミZYアーム,Brassards Inagami ZY
11631,イナガミZXアーム,Brassards Inagami ZX
11632,イナガミＺガード,Gardes Inagami Z
11633,イナガミZFガード,Gardes Inagami F
11634,イナガミZYガード,Gardes Inagami ZY
11635,イナガミZXガード,Gardes Inagami ZX
11636,荒天【袂】,
11637,荒天Ｇ【袂】,
11638,荒天GF【袂】,
11639,荒天GX【袂】,
11640,蒼天【袂】,
11641,蒼天Ｇ【袂】,
11642,蒼天GF【袂】,
11643,蒼天GX【袂】,
11644,レビンアーム,Brassards Levin
11645,レビンＦアーム,Brassards Levin F
11646,レビンFZアーム,Brassards Levin FZ
11647,レビンHSアーム,Brassards Levin HS
11648,レビンGSアーム,Brassards Levin GS
11649,レビンGPアーム,Brassards Levin GP
11650,レビンZPアーム,Brassards Levin ZP
11651,レビンガード,Gardes Levin
11652,レビンＦガード,Gardes Levin F
11653,レビンFZガード,Gardes Levin FZ
11654,レビンHSガード,Gardes Levin HS
11655,レビンGSガード,Gardes Levin GS
11656,レビンGPガード,Gardes Levin GP
11657,レビンZPガード,Gardes Levin ZP
11658,白銀の甲冑・篭手,
11659,白銀の甲冑Ｆ・篭手,
11660,白銀の甲冑FZ・篭手,
11661,白銀の甲冑HS・篭手,
11662,白銀の甲冑GS・篭手,
11663,白銀の甲冑GP・篭手,
11664,白銀の甲冑ZP・篭手,
11665,白銀の甲冑・籠手,
11666,白銀の甲冑Ｆ・籠手,
11667,白銀の甲冑FZ・籠手,
11668,白銀の甲冑HS・籠手,
11669,白銀の甲冑GS・籠手,
11670,白銀の甲冑GP・籠手,
11671,白銀の甲冑ZP・籠手,
11672,薔薇の舞踏服・袖,
11673,薔薇の舞踏服Ｆ・袖,
11674,薔薇の舞踏服FZ・袖,
11675,薔薇の舞踏服HS・袖,
11676,薔薇の舞踏服GS・袖,
11677,薔薇の舞踏服GP・袖,
11678,薔薇の舞踏服ZP・袖,
11679,薔薇の舞踏服・羽袖,
11680,薔薇の舞踏服Ｆ・羽袖,
11681,薔薇の舞踏服FZ・羽袖,
11682,薔薇の舞踏服HS・羽袖,
11683,薔薇の舞踏服GS・羽袖,
11684,薔薇の舞踏服GP・羽袖,
11685,薔薇の舞踏服ZP・羽袖,
11686,シュイアーム,Brassards Shui
11687,シュイＦアーム,Brassards Shui F
11688,シュイFZアーム,Brassards Shui FZ
11689,シュイHSアーム,Brassards Shui HS
11690,シュイGSアーム,Brassards Shui GS
11691,シュイGPアーム,Brassards Shui GP
11692,シュイZPアーム,Brassards Shui ZP
11693,シュイガード,Gardes Shui
11694,シュイＦガード,Gardes Shui F
11695,シュイFZガード,Gardes Shui FZ
11696,シュイHSガード,Gardes Shui HS
11697,シュイGSガード,Gardes Shui GS
11698,シュイGPガード,Gardes Shui GP
11699,シュイZPガード,Gardes Shui ZP
11700,CEケブラーZP腕：剣青,Bras CE Lame bleus
11701,CEケブラーZP腕：弓青,Bras CE Arc bleus
11702,CEケブラーZP腕：剣赤,Bras CE Lame rouges
11703,CEケブラーZP腕：弓赤,Bras CE Arc rouges
11704,CEケブラーZP腕：剣白,Bras CE Lame blancs
11705,CEケブラーZP腕：弓白,Bras CE Arc blancs
11706,CEケブラーZP腕：剣黒,Bras CE Lame noirs
11707,CEケブラーZP腕：弓黒,Bras CE Arc noirs
11708,ABレイヤーZP腕：剣赤,
11709,ABレイヤーZP腕：弓赤,
11710,ABレイヤーZP腕：剣青,
11711,ABレイヤーZP腕：弓青,
11712,ABレイヤーZP腕：剣黒,
11713,ABレイヤーZP腕：弓黒,
11714,ABレイヤーZP腕：剣白,
11715,ABレイヤーZP腕：弓白,
11716,リュバンZPアーム,Brassards Ruban ZP
11717,リュバンZPガード,Gardes Ruban ZP
11718,ラモールZPアーム,Brassards L'Amore ZP
11719,ラモールZPガード,Gardes L'Amore ZP
11720,オルロジュZPアーム,Brassards Orloj ZP
11721,オルロジュZPガード,Gardes Orloj ZP
11722,ドルチェZPアーム,Brassards Dolce ZP
11723,ドルチェZPガード,Gardes Dolce ZP
11724,ブライトZPアーム,Brassards Éclat ZP
11725,ブライトZPガード,Gardes Éclat ZP
11726,ジュアリZPアーム,Brassards Juari ZP
11727,ジュアリZPガード,Gardes Juari ZP
11728,ティンクZPアーム,Brassards Tinku ZP
11729,ティンクZPガード,Gardes Tinku ZP
11730,シャテムZPアーム,Brassards Shatemu ZP
11731,シャテムZPガード,Gardes Shatemu ZP
11732,ヘヴリアZPアーム,Brassards Hevria ZP
11733,ヘヴリアZPガード,Gardes Hevria ZP
11734,ティルルZPアーム,Brassards Tiuru ZP
11735,ティルルZPガード,Gardes Tiuru ZP
11736,カイラZPアーム,Brassards Kaila ZP
11737,カイラZPガード,Gardes Kaila ZP
11738,フォンセＧアーム,Brassards Fonse G
11739,フォンセGFアーム,Brassards Fonse GF
11740,フォンセGXアーム,Brassards Fonse GX
11741,フォンセＧガード,Gardes Fonse G
11742,フォンセGFガード,Gardes Fonse GF
11743,フォンセGXガード,Gardes Fonse GX
11744,ウタンテＺアーム,Brassards Utante Z
11745,ウタンテZFアーム,Brassards Utante F
11746,ウタンテZYアーム,Brassards Utante ZY
11747,ウタンテZXアーム,Brassards Utante ZX
11748,ウタンテＺガード,Gardes Utante Z
11749,ウタンテZFガード,Gardes Utante F
11750,ウタンテZYガード,Gardes Utante ZY
11751,ウタンテZXガード,Gardes Utante ZX
11752,リズヴェＧアーム,Brassards Rizuvue G
11753,リズヴェGFアーム,Brassards Rizuvue GF
11754,リズヴェGXアーム,Brassards Rizuvue GX
11755,リズヴェＧガード,Gardes Rizuvue G
11756,リズヴェGFガード,Gardes Rizuvue GF
11757,リズヴェGXガード,Gardes Rizuvue GX
11758,イナガミZDガード,Gardes Inagami D
11759,荒天Ｃ【袂】,
11760,蒼天Ｃ【袂】,
11761,レビンＤアーム,Brassards Levin D
11762,白銀の甲冑Ｄ・篭手,
11763,薔薇の舞踏服Ｄ・袖,
11764,シュイＤアーム,Brassards Shui D
11765,CEケブラーＤ腕：剣青,Bras CE Lame bleus
11766,CEケブラーＤ腕：剣赤,Bras CE Lame rouges
11767,CEケブラーＤ腕：剣白,Bras CE Lame blancs
11768,CEケブラーＤ腕：剣黒,Bras CE Lame noirs
11769,ABレイヤーＤ腕：剣赤,
11770,ABレイヤーＤ腕：剣青,
11771,ABレイヤーＤ腕：剣黒,
11772,ABレイヤーＤ腕：剣白,
11773,リュバンＤアーム,Brassards Ruban D
11774,ラモールＤアーム,Brassards L'Amore D
11775,オルロジュＤアーム,Brassards Orloj D
11776,ドルチェＤアーム,Brassards Dolce D
11777,ブライトＤアーム,Brassards Éclat D
11778,ジュアリＤアーム,Brassards Juari D
11779,ティンクＤアーム,Brassards Tinku D
11780,シャテムＤアーム,Brassards Shatemu D
11781,ヘヴリアＤアーム,Brassards Hevria D
11782,ティルルＤアーム,Brassards Tiuru D
11783,カイラＤアーム,Brassards Kaila D
11784,フォンセＤアーム,Brassards Fonse D
11785,ヒプノルータＤアーム,
11786,ヒプノリアＤアーム,Brassards Hypnolia D
11787,エス・クェラＤアーム,Brassards Es D
11788,エコールＤアーム,Brassards Ecole D
11789,ガンズＤアーム,Brassards Guns D
11790,アグリアＤアーム,Brassards Agria D
11791,フォーヴＤアーム,Brassards Fauve D
11792,ティーアＤアーム,
11793,ミューズＤアーム,
11794,ディクトＤアーム,Brassards Dicto D
11795,クリュスＤアーム,Brassards Kruss D
11796,スタリナＤアーム,Brassards Starina D
11797,ルースＤアーム,
11798,ミラドＤアーム,Brassards Mirado D
11799,デュールＤアーム,Brassards Deyuru D
11800,ロバストＤハトゥー,
11801,ファルコＤアーム,Brassards Falco D
11802,ハウクスＤアーム,Brassards Howx D
11803,ピラータＤアーム,Brassards Pirata D
11804,ゼロイＤアーム,Brassards Zeroi D
11805,レイルＤアーム,
11806,リーデレＤアーム,Brassards Ridere D
11807,リエットＤアーム,Brassards Émeute D
11808,ルターレＤアーム,Brassards Rutare D
11809,流転の篭手・Ｄ,
11810,嵐転の篭手・Ｄ,
11811,キュビィＤアーム,Brassards Cubie D
11812,ケモルＤアーム,Brassards Kemor D
11813,ラトリアＤアーム,Brassards Latria D
11814,コンタオＤアーム,Brassards Kontao D
11815,オービスＤパンチ,
11816,ロットＤパンチ,
11817,ウーコンＤアーム,Brassards Shoko D
11818,ニンバスＤアーム,
11819,月陽ノ篭手・Ｄ,
11820,曙光ノ篭手・Ｄ,
11821,トリドＺアーム,Brassards Torid Z
11822,トリドZFアーム,Brassards Toridcless F
11823,トリドZYアーム,Brassards Torid ZY
11824,トリドZXアーム,Brassards Torid ZX
11825,トリドＺガード,Gardes Torid Z
11826,トリドZFガード,Gardes Toridcless F
11827,トリドZYガード,Gardes Torid ZY
11828,トリドZXガード,Gardes Torid ZX
11829,ドラギュＺアーム,Brassards Doragyurosu Z
11830,ドラギュZFアーム,Brassards Doragyurosu F
11831,ドラギュZYアーム,Brassards Doragyurosu ZY
11832,ドラギュZXアーム,Brassards Doragyurosu ZX
11833,ドラギュＺガード,Gardes Doragyurosu Z
11834,ドラギュZFガード,Gardes Doragyurosu F
11835,ドラギュZYガード,Gardes Doragyurosu ZY
11836,ドラギュZXガード,Gardes Doragyurosu ZX
11837,アルフィアーム,Brassards Alfi
11838,アルフィＦアーム,Brassards Alfi F
11839,アルフィFZアーム,Brassards Alfi FZ
11840,アルフィHSアーム,Brassards Alfi HS
11841,アルフィGSアーム,Brassards Alfi GS
11842,アルフィGPアーム,Brassards Alfi GP
11843,アルフィZPアーム,Brassards Alfi ZP
11844,アルフィガード,Gardes Alfi
11845,アルフィＦガード,Gardes Alfi F
11846,アルフィFZガード,Gardes Alfi FZ
11847,アルフィHSガード,Gardes Alfi HS
11848,アルフィGSガード,Gardes Alfi GS
11849,アルフィGPガード,Gardes Alfi GP
11850,アルフィZPガード,Gardes Alfi ZP
11851,カイファアーム,Brassards Kaifa
11852,カイファＦアーム,Brassards Kaifa F
11853,カイファFZアーム,Brassards Kaifa FZ
11854,カイファHSアーム,Brassards Kaifa HS
11855,カイファGSアーム,Brassards Kaifa GS
11856,カイファGPアーム,Brassards Kaifa GP
11857,カイファZPアーム,Brassards Kaifa ZP
11858,カイファガード,Gardes Kaifa
11859,カイファＦガード,Gardes Kaifa F
11860,カイファFZガード,Gardes Kaifa FZ
11861,カイファHSガード,Gardes Kaifa HS
11862,カイファGSガード,Gardes Kaifa GS
11863,カイファGPガード,Gardes Kaifa GP
11864,カイファZPガード,Gardes Kaifa ZP
11865,ストラザアーム,Brassards Straza
11866,ストラザＦアーム,Brassards Straza F
11867,ストラザFZアーム,Brassards Straza FZ
11868,ストラザHSアーム,Brassards Straza HS
11869,ストラザGSアーム,Brassards Straza GS
11870,ストラザGPアーム,Brassards Straza GP
11871,ストラザZPアーム,Brassards Straza ZP
11872,ストラザガード,Gardes Straza
11873,ストラザＦガード,Gardes Straza F
11874,ストラザFZガード,Gardes Straza FZ
11875,ストラザHSガード,Gardes Straza HS
11876,ストラザGSガード,Gardes Straza GS
11877,ストラザGPガード,Gardes Straza GP
11878,ストラザZPガード,Gardes Straza ZP
11879,フランテＺアーム,Brassards Furante Z
11880,フランテZFアーム,Brassards Furante F
11881,フランテZYアーム,Brassards Furante ZY
11882,フランテZXアーム,Brassards Furante ZX
11883,フランテＺガード,Gardes Furante Z
11884,フランテZFガード,Gardes Furante F
11885,フランテZYガード,Gardes Furante ZY
11886,フランテZXガード,Gardes Furante ZX
11887,カリヴァＧアーム,Brassards Cariva G
11888,カリヴァGFアーム,Brassards Cariva GF
11889,カリヴァGXアーム,Brassards Cariva GX
11890,カリヴァＧガード,Gardes Cariva G
11891,カリヴァGFガード,Gardes Cariva GF
11892,カリヴァGXガード,Gardes Cariva GX
11893,ボンネＧアーム,Brassards Bonne G
11894,ボンネGFアーム,Brassards Bonne GF
11895,ボンネGXアーム,Brassards Bonne GX
11896,ボンネＧガード,Gardes Bonne G
11897,ボンネGFガード,Gardes Bonne GF
11898,ボンネGXガード,Gardes Bonne GX
11899,調査兵団ZPアーム,
11900,調査兵団ZPガード,
11901,訓練兵団ZPアーム,Brassards Training ZP
11902,訓練兵団ZPガード,Gardes Training ZP
11903,十二勇士甲冑・篭手,
11904,十二勇士甲冑Ｆ・篭手,
11905,十二勇士甲冑FZ・篭手,
11906,十二勇士甲冑HS・篭手,
11907,十二勇士甲冑GS・篭手,
11908,十二勇士甲冑GP・篭手,
11909,十二勇士甲冑ZP・篭手,
11910,十二勇士甲冑・籠手,
11911,十二勇士甲冑Ｆ・籠手,
11912,十二勇士甲冑FZ・籠手,
11913,十二勇士甲冑HS・籠手,
11914,十二勇士甲冑GS・籠手,
11915,十二勇士甲冑GP・籠手,
11916,十二勇士甲冑ZP・籠手,
11917,救国の聖女服・袖,
11918,救国の聖女服Ｆ・袖,
11919,救国の聖女服FZ・袖,
11920,救国の聖女服HS・袖,
11921,救国の聖女服GS・袖,
11922,救国の聖女服GP・袖,
11923,救国の聖女服ZP・袖,
11924,救国の聖女服・羽袖,
11925,救国の聖女服Ｆ・羽袖,
11926,救国の聖女服FZ・羽袖,
11927,救国の聖女服HS・羽袖,
11928,救国の聖女服GS・羽袖,
11929,救国の聖女服GP・羽袖,
11930,救国の聖女服ZP・羽袖,
11931,竜殺しの甲冑・篭手,
11932,竜殺しの甲冑Ｆ・篭手,
11933,竜殺しの甲冑FZ・篭手,
11934,竜殺しの甲冑HS・篭手,
11935,竜殺しの甲冑GS・篭手,
11936,竜殺しの甲冑GP・篭手,
11937,竜殺しの甲冑ZP・篭手,
11938,竜殺しの甲冑・籠手,
11939,竜殺しの甲冑Ｆ・籠手,
11940,竜殺しの甲冑FZ・籠手,
11941,竜殺しの甲冑HS・籠手,
11942,竜殺しの甲冑GS・籠手,
11943,竜殺しの甲冑GP・籠手,
11944,竜殺しの甲冑ZP・籠手,
11945,叛逆の甲冑・篭手,
11946,叛逆の甲冑Ｆ・篭手,
11947,叛逆の甲冑FZ・篭手,
11948,叛逆の甲冑HS・篭手,
11949,叛逆の甲冑GS・篭手,
11950,叛逆の甲冑GP・篭手,
11951,叛逆の甲冑ZP・篭手,
11952,叛逆の甲冑・籠手,
11953,叛逆の甲冑Ｆ・籠手,
11954,叛逆の甲冑FZ・籠手,
11955,叛逆の甲冑HS・籠手,
11956,叛逆の甲冑GS・籠手,
11957,叛逆の甲冑GP・籠手,
11958,叛逆の甲冑ZP・籠手,
11959,ディナトZPアーム,Brassards Dinato ZP
11960,ディナトZPガード,Gardes Dinato ZP
11961,ドゥケZPアーム,Brassards Duque ZP
11962,ドゥケZPガード,Gardes Duque ZP
11963,グラヌZPアーム,Brassards Granu ZP
11964,グラヌZPガード,Gardes Granu ZP
11965,千代ノ袖ZP,
11966,千代ノ小手ZP,
11967,ネコダンZPアーム,Brassards Nekodan ZP
11968,グーダンZPアーム,Brassards Gudan ZP
11969,トリドZDアーム,Brassards Toridcless D
11970,トリドZDガード,Gardes Toridcless D
11971,ドラギュZDアーム,Brassards Doragyurosu D
11972,ドラギュZDガード,Gardes Doragyurosu D
11973,アルフィＤアーム,Brassards Alfi D
11974,カイファＤアーム,Brassards Kaifa D
11975,ストラザＤアーム,Brassards Straza D
11976,煉華ノ篭手Ｃ,
11977,調査兵団Ｄアーム,
11978,訓練兵団Ｄアーム,Brassards Training D
11979,十二勇士甲冑Ｄ・篭手,
11980,救国の聖女服Ｄ・袖,
11981,竜殺しの甲冑Ｄ・篭手,
11982,叛逆の甲冑Ｄ・篭手,
11983,ディナトＤアーム,Brassards Dinato D
11984,ドゥケＤアーム,Brassards Duque D
11985,グラヌＤアーム,Brassards Granu D
11986,千代ノ袖Ｄ,
11987,ルベライトＤアーム,Brassards Rubellite D
11988,ラズライトＤアーム,Brassards Lazurite D
11989,ジルコンＤアーム,
11990,スピネルＤアーム,Brassards Spinel D
11991,ジェイドＤアーム,
11992,アゲートＤアーム,
11993,パイローブＤアーム,Brassards Pyrope D
11994,アイオラＤアーム,Brassards Iolite D
11995,ルチルＤアーム,Brassards Rutile D
11996,ブラッドＤアーム,Brassards Sang D
11997,シトリンＤガード,Gardes Citrine D
11998,ペリドットＤガード,Gardes Peridot D
11999,ターコイズＤガード,
12000,マフモフミトンPD赤,
12001,マフモフミトンPD黄,
12002,マフモフミトンPD紫,
12003,バサルガードPD赤,
12004,バサルガードPD黒,
12005,バサルガードPD黄,
12006,ブランゴアームPD黄,
12007,ブランゴアームPD青,
12008,ブランゴアームPD黒,
12009,金色ノ篭手PD白,
12010,金色ノ篭手PD紫,
12011,金色ノ篭手PD緑,
12012,グラビドガードPD緑,
12013,グラビドガードPD紫,
12014,グラビドガードPD赤,
12015,ハイメタアームPD黒,
12016,ハイメタアームPD青,
12017,ハイメタアームPD黄,
12018,Ｓ・ソルアームPD赤,
12019,Ｓ・ソルアームPD紫,
12020,Ｓ・ソルアームPD黒,
12021,ガルルガガードPD白,
12022,ガルルガガードPD緑,
12023,ガルルガガードPD赤,
12024,ザザミアームPD青,
12025,ザザミアームPD白,
12026,ザザミアームPD紫,
12027,クシャナハトゥーPD赤,
12028,クシャナハトゥーPD黄,
12029,クシャナハトゥーPD緑,
12030,クシャナマカーンPD赤,
12031,クシャナマカーンPD黄,
12032,クシャナマカーンPD緑,
12033,忍の篭手・陽Ｄ,
12034,忍の篭手・陰Ｄ,
12035,ボンネＤアーム,Brassards Bonne D
12036,カライスＤガード,Gardes Kalais D
12037,ルケーゼＤガード,Gardes Lucchese D
12038,クオイズＤガード,Gardes Quoiz D
12039,ネコダンＤアーム,Brassards Nekodan D
12040,グーダンＤアーム,Brassards Gudan D
12041,煉緋ノ篭手Ｚ,
12042,煉緋ノ篭手ZF,
12043,煉緋ノ篭手ZY,
12044,煉緋ノ篭手ZX,
12045,煉緋ノ大袖Ｚ,
12046,煉緋ノ大袖ZF,
12047,煉緋ノ大袖ZY,
12048,煉緋ノ大袖ZX,
12049,サイネアーム,Brassards Saine
12050,サイネＦアーム,Brassards Saine F
12051,サイネFZアーム,Brassards Saine FZ
12052,サイネHSアーム,Brassards Saine HS
12053,サイネGSアーム,Brassards Saine GS
12054,サイネGPアーム,Brassards Saine GP
12055,サイネZPアーム,Brassards Saine ZP
12056,サイネガード,Gardes Saine
12057,サイネＦガード,Gardes Saine F
12058,サイネFZガード,Gardes Saine FZ
12059,サイネHSガード,Gardes Saine HS
12060,サイネGSガード,Gardes Saine GS
12061,サイネGPガード,Gardes Saine GP
12062,サイネZPガード,Gardes Saine ZP
12063,ウイングアーム,Brassards Aile
12064,ウイングＦアーム,Brassards Aile F
12065,ウイングFZアーム,Brassards Aile FZ
12066,ウイングHSアーム,Brassards Aile HS
12067,ウイングGSアーム,Brassards Aile GS
12068,ウイングGPアーム,Brassards Aile GP
12069,ウイングZPアーム,Brassards Aile ZP
12070,ウイングガード,Gardes Aile
12071,ウイングＦガード,Gardes Aile F
12072,ウイングFZガード,Gardes Aile FZ
12073,ウイングHSガード,Gardes Aile HS
12074,ウイングGSガード,Gardes Aile GS
12075,ウイングGPガード,Gardes Aile GP
12076,ウイングZPガード,Gardes Aile ZP
12077,ガスラＺアーム,Brassards Gasura Z
12078,ガスラZFアーム,Brassards Gasura F
12079,ガスラZYアーム,Brassards Gasura ZY
12080,ガスラZXアーム,Brassards Gasura ZX
12081,ガスラＺガード,Gardes Gasura Z
12082,ガスラZFガード,Gardes Gasura F
12083,ガスラZYガード,Gardes Gasura ZY
12084,ガスラZXガード,Gardes Gasura ZX
12085,レギオスアーム,Brassards Seregios
12086,レギオスＧアーム,Brassards Seregios G
12087,レギオスGFアーム,Brassards Seregios GF
12088,レギオスGXアーム,Brassards Seregios GX
12089,レギオスガード,Gardes Seregios
12090,レギオスＧガード,Gardes Seregios G
12091,レギオスGFガード,Gardes Seregios GF
12092,レギオスGXガード,Gardes Seregios GX
12093,歌詠ノ袖Ｚ,
12094,歌詠ノ袖ZF,
12095,歌詠ノ袖ZY,
12096,歌詠ノ袖ZX,
12097,歌詠ノ小手Ｚ,
12098,歌詠ノ小手ZF,
12099,歌詠ノ小手ZY,
12100,歌詠ノ小手ZX,
12101,カシウスＧアーム,Brassards Cassius G
12102,カシウスGFアーム,Brassards Cassius GF
12103,カシウスGXアーム,Brassards Cassius GX
12104,カシウスＧガード,Gardes Cassius G
12105,カシウスGFガード,Gardes Cassius GF
12106,カシウスGXガード,Gardes Cassius GX
12107,ピンビアーム,Brassards Pinbi
12108,ピンビＦアーム,Brassards Pinbi F
12109,ピンビFZアーム,Brassards Pinbi FZ
12110,ピンビHSアーム,Brassards Pinbi HS
12111,ピンビGSアーム,Brassards Pinbi GS
12112,ピンビGPアーム,Brassards Pinbi GP
12113,ピンビZPアーム,Brassards Pinbi ZP
12114,ピンビガード,Gardes Pinbi
12115,ピンビＦガード,Gardes Pinbi F
12116,ピンビFZガード,Gardes Pinbi FZ
12117,ピンビHSガード,Gardes Pinbi HS
12118,ピンビGSガード,Gardes Pinbi GS
12119,ピンビGPガード,Gardes Pinbi GP
12120,ピンビZPガード,Gardes Pinbi ZP
12121,プリブアーム,Brassards Pribu
12122,プリブＦアーム,Brassards Pribu F
12123,プリブFZアーム,Brassards Pribu FZ
12124,プリブHSアーム,Brassards Pribu HS
12125,プリブGSアーム,Brassards Pribu GS
12126,プリブGPアーム,Brassards Pribu GP
12127,プリブZPアーム,Brassards Pribu ZP
12128,プリブガード,Gardes Pribu
12129,プリブＦガード,Gardes Pribu F
12130,プリブFZガード,Gardes Pribu FZ
12131,プリブHSガード,Gardes Pribu HS
12132,プリブGSガード,Gardes Pribu GS
12133,プリブGPガード,Gardes Pribu GP
12134,プリブZPガード,Gardes Pribu ZP
12135,グレイアーム,
12136,グレイＦアーム,
12137,グレイFZアーム,
12138,グレイHSアーム,
12139,グレイGSアーム,
12140,グレイGPアーム,
12141,グレイZPアーム,
12142,グレイガード,
12143,グレイＦガード,
12144,グレイFZガード,
12145,グレイHSガード,
12146,グレイGSガード,
12147,グレイGPガード,
12148,グレイZPガード,
12149,ウルピナアーム,Brassards Urpina
12150,ウルピナＦアーム,Brassards Urpina F
12151,ウルピナFZアーム,Brassards Urpina FZ
12152,ウルピナHSアーム,Brassards Urpina HS
12153,ウルピナGSアーム,Brassards Urpina GS
12154,ウルピナGPアーム,Brassards Urpina GP
12155,ウルピナZPアーム,Brassards Urpina ZP
12156,ウルピナガード,Gardes Urpina
12157,ウルピナＦガード,Gardes Urpina F
12158,ウルピナFZガード,Gardes Urpina FZ
12159,ウルピナHSガード,Gardes Urpina HS
12160,ウルピナGSガード,Gardes Urpina GS
12161,ウルピナGPガード,Gardes Urpina GP
12162,ウルピナZPガード,Gardes Urpina ZP
12163,ノエルアーム,
12164,ノエルＦアーム,
12165,ノエルFZアーム,
12166,ノエルHSアーム,
12167,ノエルGSアーム,
12168,ノエルGPアーム,
12169,ノエルZPアーム,
12170,ノエルガード,
12171,ノエルＦガード,
12172,ノエルFZガード,
12173,ノエルHSガード,
12174,ノエルGSガード,
12175,ノエルGPガード,
12176,ノエルZPガード,
12177,ビューネイアーム,Brassards Bune
12178,ビューネイＦアーム,Brassards Bune F
12179,ビューネイFZアーム,Brassards Bune FZ
12180,ビューネイHSアーム,Brassards Bune HS
12181,ビューネイGSアーム,Brassards Bune GS
12182,ビューネイGPアーム,Brassards Bune GP
12183,ビューネイZPアーム,Brassards Bune ZP
12184,ビューネイガード,Gardes Bune
12185,ビューネイＦガード,Gardes Bune F
12186,ビューネイFZガード,Gardes Bune FZ
12187,ビューネイHSガード,Gardes Bune HS
12188,ビューネイGSガード,Gardes Bune GS
12189,ビューネイGPガード,Gardes Bune GP
12190,ビューネイZPガード,Gardes Bune ZP
12191,ラヴィＧアーム：極,
12192,ラヴィGFアーム：極,
12193,ラヴィGXアーム：極,
12194,ラヴィＧガード：極,
12195,ラヴィGFガード：極,
12196,ラヴィGXガード：極,
12197,ハーゼZPアーム,Brassards Harze ZP
12198,ハーゼZPガード,Gardes Harze ZP
12199,ルヴナンZPファオスト,
12200,ルヴナンZPベギアデ,
12201,サイネＤアーム,Brassards Saine D
12202,ウイングＤアーム,Brassards Aile D
12203,ガスラZDアーム,Brassards Gasura D
12204,ガスラZDガード,Gardes Gasura D
12205,レギオスＣアーム,Brassards Seregios C
12206,レギオスＣガード,Gardes Seregios C
12207,ピンビＤアーム,Brassards Pinbi D
12208,プリブＤアーム,Brassards Pribu D
12209,煉緋ノ篭手Ｄ,
12210,グレイＤアーム,
12211,ウルピナＤアーム,Brassards Urpina D
12212,ノエルＤアーム,
12213,ビューネイＤアーム,Brassards Bune D
12214,メラースＤガード,Gardes Melas D
12215,白虎・剣聖Ｄアーム,
12216,白虎・双龍Ｄアーム,
12217,白虎・剣王Ｄアーム,
12218,白虎・刀神Ｄアーム,
12219,白虎・天槍Ｄアーム,
12220,白虎・砲皇Ｄアーム,
12221,白虎・鈍器獣Ｄアーム,
12222,白虎・奏帝Ｄアーム,
12223,白虎・穿凰Ｄアーム,
12224,白虎・斬将Ｄアーム,
12225,白虎・銃傑Ｄガード,
12226,白虎・銃仙Ｄガード,
12227,白虎・弓鬼Ｄガード,
12228,キリンアームPD赤,
12229,キリンアームPD紫,
12230,キリンアームPD黒,
12231,カイザーアームPD白,
12232,カイザーガードPD白,
12233,カイザーアームPD黒,
12234,カイザーガードPD黒,
12235,カイザーアームPD緑,
12236,カイザーガードPD緑,
12237,ミヅハ【大袖】PD青,
12238,ミヅハ【大袖】PD赤,
12239,ミヅハ【大袖】PD黄,
12240,トヨタマ【大袖】PD青,
12241,トヨタマ【大袖】PD赤,
12242,トヨタマ【大袖】PD黄,
12243,暁丸【篭手】PD赤,
12244,暁丸【篭手】PD紫,
12245,暁丸【篭手】PD白,
12246,凛【篭手】PD黒,
12247,凛【篭手】PD紫,
12248,凛【篭手】PD白,
12249,ギザミガードPD赤,
12250,ギザミガードPD黒,
12251,ギザミガードPD黄,
12252,ガブラスハンドPD白,
12253,ガブラスハンドPD黄,
12254,ガブラスハンドPD黒,
